days,miles,receipts,reimbursement,case_id,miles_per_day,receipts_per_day,reimbursement_per_day,cost_per_mile,sequence,cluster_kmeans,cluster_dbscan,cluster_gmm,trip_length_bucket,efficiency_bucket,receipt_bucket,efficiency_category,cents,outlier_zscore,outlier_iqr,outlier_iforest,outlier_lof,outlier_count,is_outlier
12,229.0,1216.16,1696.65,315,19.083333333333332,101.34666666666668,141.38750000000002,5.310742358078603,315,0,0,0,very_long(11+),low(<50),very_high(1000+),low,65,False,False,False,False,0,False
13,658.0,559.48,1573.12,316,50.61538461538461,43.03692307692308,121.00923076923075,0.8502735562310031,316,0,0,0,very_long(11+),medium(50-100),high(500-1000),low,12,False,False,False,False,0,False
13,1034.0,2477.98,1842.24,317,79.53846153846153,190.61384615384617,141.71076923076924,2.3964990328820117,317,0,0,0,very_long(11+),medium(50-100),very_high(1000+),low,24,False,False,False,False,0,False
4,842.0,2464.29,1611.66,318,210.5,616.0725,402.915,2.926710213776722,318,2,0,2,medium(4-6),very_high(200+),very_high(1000+),optimal,66,False,False,False,False,0,False
13,837.0,1218.93,1921.68,319,64.38461538461539,93.76384615384616,147.82153846153847,1.4563082437275987,319,0,0,0,very_long(11+),medium(50-100),very_high(1000+),low,68,False,False,False,False,0,False
11,927.0,1306.37,1804.68,320,84.27272727272727,118.76090909090908,164.06181818181818,1.409244875943905,320,0,0,0,very_long(11+),medium(50-100),very_high(1000+),low,68,False,False,False,False,0,False
4,1047.0,1657.68,1605.84,321,261.75,414.42,401.46,1.5832664756446992,321,2,0,2,medium(4-6),very_high(200+),very_high(1000+),high,84,False,False,False,False,0,False
4,262.0,1681.28,1435.34,322,65.5,420.32,358.835,6.417099236641222,322,2,0,2,medium(4-6),medium(50-100),very_high(1000+),low,34,False,False,False,False,0,False
7,1126.0,1103.75,2014.72,323,160.85714285714286,157.67857142857142,287.81714285714287,0.9802397868561279,323,0,0,1,long(7-10),high(100-200),very_high(1000+),low,72,False,False,False,False,0,False
5,781.0,672.91,1125.36,324,156.2,134.582,225.07199999999997,0.8616005121638924,324,1,0,1,medium(4-6),high(100-200),high(500-1000),low,35,False,False,False,False,0,False
5,831.0,591.65,1090.31,325,166.2,118.33,218.06199999999998,0.7119735258724428,325,1,0,1,medium(4-6),high(100-200),high(500-1000),low,31,False,False,False,False,0,False
7,1089.0,1026.25,2132.85,326,155.57142857142858,146.60714285714286,304.6928571428571,0.9423783287419651,326,0,0,1,long(7-10),high(100-200),very_high(1000+),low,85,False,False,False,False,0,False
1,793.0,2171.07,1421.36,327,793.0,2171.07,1421.36,2.7377931904161414,327,3,-1,3,short(1-3),very_high(200+),very_high(1000+),high,36,False,False,True,False,1,False
9,368.0,495.12,847.33,328,40.888888888888886,55.013333333333335,94.14777777777778,1.3454347826086956,328,1,0,0,long(7-10),low(<50),medium(100-500),low,33,False,False,False,False,0,False
6,818.0,1130.38,1704.06,329,136.33333333333334,188.39666666666668,284.01,1.3818826405867972,329,1,0,1,medium(4-6),high(100-200),very_high(1000+),low,6,False,False,False,False,0,False
11,667.0,1915.95,1732.2,330,60.63636363636363,174.17727272727274,157.47272727272727,2.872488755622189,330,0,0,0,very_long(11+),medium(50-100),very_high(1000+),low,20,False,False,False,False,0,False
2,267.0,2116.93,1349.04,331,133.5,1058.465,674.52,7.9285767790262165,331,2,-1,2,short(1-3),high(100-200),very_high(1000+),low,4,False,False,False,False,0,False
10,1083.0,2105.36,1844.58,332,108.3,210.536,184.458,1.9440073868882735,332,0,0,0,long(7-10),high(100-200),very_high(1000+),low,58,False,False,False,False,0,False
13,529.0,1767.79,2015.18,333,40.69230769230769,135.98384615384614,155.01384615384615,3.3417580340264648,333,0,0,0,very_long(11+),low(<50),very_high(1000+),low,18,False,False,False,False,0,False
9,1155.0,1346.4,2248.12,334,128.33333333333334,149.60000000000002,249.7911111111111,1.1657142857142857,334,0,0,1,long(7-10),high(100-200),very_high(1000+),low,12,False,False,False,False,0,False
7,1185.0,1768.01,2072.18,335,169.28571428571428,252.57285714285715,296.0257142857143,1.4919915611814345,335,0,0,1,long(7-10),high(100-200),very_high(1000+),low,17,False,False,False,False,0,False
5,763.0,1420.94,1777.14,336,152.6,284.188,355.428,1.8623066841415465,336,2,0,1,medium(4-6),high(100-200),very_high(1000+),low,14,False,False,False,False,0,False
7,368.0,1231.69,1550.04,337,52.57142857142857,175.9557142857143,221.43428571428572,3.346983695652174,337,1,0,1,long(7-10),medium(50-100),very_high(1000+),low,4,False,False,False,False,0,False
6,659.0,322.1,972.58,338,109.83333333333333,53.68333333333334,162.09666666666666,0.48877086494688926,338,1,0,1,medium(4-6),high(100-200),medium(100-500),low,58,False,False,False,False,0,False
14,1138.0,518.18,1696.86,339,81.28571428571429,37.012857142857136,121.2042857142857,0.45534270650263614,339,0,0,0,very_long(11+),medium(50-100),high(500-1000),low,86,False,False,False,False,0,False
6,172.0,1977.78,1603.89,340,28.666666666666668,329.63,267.315,11.498720930232558,340,2,0,1,medium(4-6),low(<50),very_high(1000+),low,89,False,False,False,False,0,False
6,628.0,311.47,903.3,341,104.66666666666667,51.91166666666667,150.54999999999998,0.49597133757961787,341,1,0,1,medium(4-6),high(100-200),medium(100-500),low,30,False,False,False,False,0,False
2,500.0,1246.48,1264.53,342,250.0,623.24,632.265,2.49296,342,2,-1,2,short(1-3),very_high(200+),very_high(1000+),high,53,False,False,False,False,0,False
8,7.0,2075.6,1422.12,343,0.875,259.45,177.765,296.5142857142857,343,2,0,1,long(7-10),low(<50),very_high(1000+),low,12,False,False,False,False,0,False
5,942.0,2092.87,1696.72,344,188.4,418.57399999999996,339.344,2.2217303609341825,344,2,0,1,medium(4-6),high(100-200),very_high(1000+),optimal,72,False,False,False,False,0,False
12,81.0,2485.34,1589.65,345,6.75,207.11166666666668,132.47083333333333,30.683209876543213,345,0,0,0,very_long(11+),low(<50),very_high(1000+),low,65,False,False,False,False,0,False
4,166.0,791.52,866.18,346,41.5,197.88,216.545,4.768192771084337,346,1,0,1,medium(4-6),low(<50),high(500-1000),low,18,False,False,False,False,0,False
3,213.0,1724.85,1344.71,347,71.0,574.9499999999999,448.2366666666667,8.097887323943661,347,2,0,2,short(1-3),medium(50-100),very_high(1000+),low,71,False,False,False,False,0,False
11,1004.0,167.15,1175.65,348,91.27272727272727,15.195454545454545,106.87727272727274,0.16648406374501992,348,1,0,0,very_long(11+),medium(50-100),medium(100-500),low,65,False,False,False,False,0,False
5,116.0,478.1,624.04,349,23.2,95.62,124.80799999999999,4.121551724137931,349,1,0,1,medium(4-6),low(<50),medium(100-500),low,4,False,False,False,False,0,False
13,112.0,2299.56,1807.67,350,8.615384615384615,176.88923076923078,139.05153846153846,20.531785714285714,350,0,0,0,very_long(11+),low(<50),very_high(1000+),low,67,False,False,False,False,0,False
1,43.0,2149.22,1134.47,351,43.0,2149.22,1134.47,49.98186046511628,351,2,-1,3,short(1-3),low(<50),very_high(1000+),low,47,False,False,True,True,2,True
2,660.0,1944.4,1531.2,352,330.0,972.2,765.6,2.9460606060606063,352,2,-1,2,short(1-3),very_high(200+),very_high(1000+),high,20,False,False,False,False,0,False
10,888.0,298.68,1171.54,353,88.8,29.868000000000002,117.154,0.33635135135135136,353,1,0,0,long(7-10),medium(50-100),medium(100-500),low,54,False,False,False,False,0,False
10,860.0,2380.76,1759.97,354,86.0,238.07600000000002,175.997,2.768325581395349,354,0,0,0,long(7-10),medium(50-100),very_high(1000+),low,97,False,False,False,False,0,False
10,1187.0,1981.09,2013.21,355,118.7,198.10899999999998,201.321,1.668989048020219,355,0,0,0,long(7-10),high(100-200),very_high(1000+),low,21,False,False,False,False,0,False
12,1139.0,124.65,1314.3,356,94.91666666666667,10.387500000000001,109.52499999999999,0.10943810359964883,356,0,0,0,very_long(11+),medium(50-100),medium(100-500),low,30,False,False,False,False,0,False
5,966.0,359.51,927.98,357,193.2,71.902,185.596,0.37216356107660453,357,1,0,1,medium(4-6),high(100-200),medium(100-500),optimal,98,False,False,False,False,0,False
10,796.0,1352.08,2000.19,358,79.6,135.208,200.019,1.6985929648241205,358,0,0,0,long(7-10),medium(50-100),very_high(1000+),low,19,False,False,False,False,0,False
9,72.0,1281.32,1515.54,359,8.0,142.36888888888888,168.39333333333332,17.79611111111111,359,1,0,0,long(7-10),low(<50),very_high(1000+),low,54,False,False,False,False,0,False
10,215.0,2440.91,1638.66,360,21.5,244.09099999999998,163.866,11.353069767441859,360,0,0,0,long(7-10),low(<50),very_high(1000+),low,66,False,False,False,False,0,False
7,671.0,1297.02,1703.2,361,95.85714285714286,185.28857142857143,243.31428571428572,1.9329657228017882,361,0,0,1,long(7-10),medium(50-100),very_high(1000+),low,20,False,False,False,False,0,False
5,230.0,333.69,538.36,362,46.0,66.738,107.672,1.4508260869565217,362,1,0,1,medium(4-6),low(<50),medium(100-500),low,36,False,False,False,False,0,False
5,467.0,1243.31,1549.82,363,93.4,248.66199999999998,309.964,2.6623340471092076,363,1,0,1,medium(4-6),medium(50-100),very_high(1000+),low,82,False,False,False,False,0,False
13,247.0,2339.61,1705.9,364,19.0,179.97,131.22307692307692,9.472105263157895,364,0,0,0,very_long(11+),low(<50),very_high(1000+),low,90,False,False,False,False,0,False
14,777.0,1248.61,1837.25,365,55.5,89.18642857142856,131.23214285714286,1.6069626769626768,365,0,0,0,very_long(11+),medium(50-100),very_high(1000+),low,25,False,False,False,False,0,False
11,740.0,1171.99,902.09,366,67.27272727272727,106.54454545454546,82.00818181818182,1.5837702702702703,366,0,0,0,very_long(11+),medium(50-100),very_high(1000+),low,9,False,False,False,False,0,False
6,884.0,1798.31,1897.87,367,147.33333333333334,299.7183333333333,316.31166666666667,2.034287330316742,367,0,0,1,medium(4-6),high(100-200),very_high(1000+),low,87,False,False,False,False,0,False
5,789.0,1853.31,1792.88,368,157.8,370.662,358.576,2.34893536121673,368,2,0,1,medium(4-6),high(100-200),very_high(1000+),low,88,False,False,False,False,0,False
4,825.0,874.99,784.52,369,206.25,218.7475,196.13,1.0605939393939394,369,1,0,2,medium(4-6),very_high(200+),high(500-1000),optimal,52,False,False,False,False,0,False
2,301.0,769.23,731.28,370,150.5,384.615,365.64,2.5555813953488373,370,1,0,2,short(1-3),high(100-200),high(500-1000),low,28,False,False,False,False,0,False
12,1007.0,1353.77,1925.32,371,83.91666666666667,112.81416666666667,160.44333333333333,1.344359483614697,371,0,0,0,very_long(11+),medium(50-100),very_high(1000+),low,32,False,False,False,False,0,False
5,865.0,644.79,1202.46,372,173.0,128.958,240.49200000000002,0.745421965317919,372,1,0,1,medium(4-6),high(100-200),high(500-1000),low,46,False,False,False,False,0,False
14,81.0,1251.97,1682.62,373,5.785714285714286,89.42642857142857,120.18714285714285,15.45641975308642,373,0,0,0,very_long(11+),low(<50),very_high(1000+),low,62,False,False,False,False,0,False
8,1159.0,2175.27,1752.18,374,144.875,271.90875,219.0225,1.8768507333908542,374,0,0,1,long(7-10),high(100-200),very_high(1000+),low,18,False,False,False,False,0,False
11,496.0,373.98,1152.99,375,45.09090909090909,33.99818181818182,104.81727272727272,0.753991935483871,375,1,0,0,very_long(11+),low(<50),medium(100-500),low,99,False,False,False,False,0,False
1,752.0,1632.35,1362.39,376,752.0,1632.35,1362.39,2.1706781914893614,376,3,3,3,short(1-3),very_high(200+),very_high(1000+),high,39,False,False,True,False,1,False
5,1014.0,1853.57,1749.31,377,202.8,370.714,349.86199999999997,1.8279783037475346,377,2,0,1,medium(4-6),very_high(200+),very_high(1000+),optimal,31,False,False,False,False,0,False
9,686.0,145.66,972.95,378,76.22222222222223,16.184444444444445,108.10555555555555,0.212332361516035,378,1,0,0,long(7-10),medium(50-100),medium(100-500),low,95,False,False,False,False,0,False
5,654.0,1272.89,1724.68,379,130.8,254.57800000000003,344.93600000000004,1.9463149847094803,379,2,0,1,medium(4-6),high(100-200),very_high(1000+),low,68,False,False,False,False,0,False
8,621.0,2391.34,1593.12,380,77.625,298.9175,199.14,3.850789049919485,380,0,0,1,long(7-10),medium(50-100),very_high(1000+),low,12,False,False,False,False,0,False
9,1080.0,539.51,1306.91,381,120.0,59.94555555555556,145.21222222222224,0.49954629629629627,381,0,0,0,long(7-10),high(100-200),high(500-1000),low,91,False,False,False,False,0,False
10,714.0,269.06,1067.81,382,71.4,26.906,106.78099999999999,0.3768347338935574,382,1,0,0,long(7-10),medium(50-100),medium(100-500),low,81,False,False,False,False,0,False
10,816.0,1425.64,1872.81,383,81.6,142.56400000000002,187.281,1.747107843137255,383,0,0,0,long(7-10),medium(50-100),very_high(1000+),low,81,False,False,False,False,0,False
14,1122.0,1766.25,2239.35,384,80.14285714285714,126.16071428571429,159.95357142857142,1.5741978609625669,384,0,0,0,very_long(11+),medium(50-100),very_high(1000+),low,35,False,False,False,False,0,False
4,1202.0,1074.87,1501.24,385,300.5,268.7175,375.31,0.8942346089850248,385,2,-1,2,medium(4-6),very_high(200+),very_high(1000+),high,24,False,False,False,True,1,False
5,651.0,1573.3,1682.08,386,130.2,314.65999999999997,336.416,2.416743471582181,386,2,0,1,medium(4-6),high(100-200),very_high(1000+),low,8,False,False,False,False,0,False
14,1100.0,237.69,1265.57,387,78.57142857142857,16.977857142857143,90.39785714285713,0.21608181818181818,387,0,0,0,very_long(11+),medium(50-100),medium(100-500),low,57,False,False,False,False,0,False
14,296.0,485.68,924.9,388,21.142857142857142,34.691428571428574,66.06428571428572,1.6408108108108108,388,1,0,0,very_long(11+),low(<50),medium(100-500),low,90,False,False,False,False,0,False
1,697.0,2148.5,1421.07,389,697.0,2148.5,1421.07,3.082496413199426,389,3,-1,3,short(1-3),very_high(200+),very_high(1000+),high,7,False,False,True,False,1,False
6,1044.0,47.46,1133.45,390,174.0,7.91,188.90833333333333,0.04545977011494253,390,1,0,1,medium(4-6),high(100-200),low(<100),low,45,False,False,False,True,1,False
12,398.0,2481.44,1755.18,391,33.166666666666664,206.78666666666666,146.26500000000001,6.234773869346734,391,0,0,0,very_long(11+),low(<50),very_high(1000+),low,18,False,False,False,False,0,False
3,139.0,2428.89,1345.66,392,46.333333333333336,809.63,448.55333333333334,17.474028776978415,392,2,-1,2,short(1-3),low(<50),very_high(1000+),low,66,False,False,False,False,0,False
6,84.0,852.7,1109.32,393,14.0,142.11666666666667,184.88666666666666,10.151190476190477,393,1,0,1,medium(4-6),low(<50),high(500-1000),low,32,False,False,False,False,0,False
2,423.0,1639.17,1367.64,394,211.5,819.585,683.82,3.8751063829787236,394,2,-1,2,short(1-3),very_high(200+),very_high(1000+),optimal,64,False,False,False,False,0,False
11,815.0,2385.6,1872.44,395,74.0909090909091,216.87272727272727,170.22181818181818,2.9271165644171777,395,0,0,0,very_long(11+),medium(50-100),very_high(1000+),low,44,False,False,False,False,0,False
6,577.0,897.74,1257.31,396,96.16666666666667,149.62333333333333,209.55166666666665,1.5558752166377816,396,1,0,1,medium(4-6),medium(50-100),high(500-1000),low,31,False,False,False,False,0,False
8,200.0,1508.89,1461.33,397,25.0,188.61125,182.66625,7.54445,397,1,0,1,long(7-10),low(<50),very_high(1000+),low,33,False,False,False,False,0,False
9,1102.0,540.6,1455.85,398,122.44444444444444,60.06666666666667,161.7611111111111,0.4905626134301271,398,0,0,0,long(7-10),high(100-200),high(500-1000),low,85,False,False,False,False,0,False
12,508.0,1970.54,1770.91,399,42.333333333333336,164.21166666666667,147.57583333333335,3.879015748031496,399,0,0,0,very_long(11+),low(<50),very_high(1000+),low,91,False,False,False,False,0,False
13,1024.0,1712.85,2097.69,400,78.76923076923077,131.7576923076923,161.36076923076922,1.672705078125,400,0,0,0,very_long(11+),medium(50-100),very_high(1000+),low,69,False,False,False,False,0,False
7,1161.0,1499.97,1862.45,401,165.85714285714286,214.28142857142856,266.06428571428575,1.2919638242894058,401,0,0,1,long(7-10),high(100-200),very_high(1000+),low,45,False,False,False,False,0,False
2,730.0,285.24,624.78,402,365.0,142.62,312.39,0.39073972602739726,402,1,1,2,short(1-3),very_high(200+),medium(100-500),high,78,False,False,False,False,0,False
13,996.0,1809.2,1956.89,403,76.61538461538461,139.16923076923078,150.53,1.8164658634538153,403,0,0,0,very_long(11+),medium(50-100),very_high(1000+),low,89,False,False,False,False,0,False
5,1160.0,1901.83,1673.89,404,232.0,380.366,334.778,1.6395086206896552,404,2,0,1,medium(4-6),very_high(200+),very_high(1000+),high,89,False,False,False,False,0,False
2,1139.0,306.43,726.14,405,569.5,153.215,363.07,0.2690342405618964,405,1,-1,2,short(1-3),very_high(200+),medium(100-500),high,14,False,False,False,True,1,False
14,191.0,2442.76,1798.47,406,13.642857142857142,174.48285714285717,128.46214285714285,12.78931937172775,406,0,0,0,very_long(11+),low(<50),very_high(1000+),low,47,False,False,False,False,0,False
7,776.0,2447.82,1826.93,407,110.85714285714286,349.68857142857144,260.99,3.1544072164948456,407,0,0,1,long(7-10),high(100-200),very_high(1000+),low,93,False,False,False,False,0,False
14,414.0,1919.7,1918.89,408,29.571428571428573,137.12142857142857,137.06357142857144,4.636956521739131,408,0,0,0,very_long(11+),low(<50),very_high(1000+),low,89,False,False,False,False,0,False
7,847.0,1994.62,1851.7,409,121.0,284.94571428571425,264.5285714285714,2.354923258559622,409,0,0,1,long(7-10),high(100-200),very_high(1000+),low,70,False,False,False,False,0,False
6,924.0,1227.21,1871.76,410,154.0,204.535,311.96,1.3281493506493507,410,0,0,1,medium(4-6),high(100-200),very_high(1000+),low,76,False,False,False,False,0,False
2,933.0,1589.58,1489.99,411,466.5,794.79,744.995,1.7037299035369775,411,3,-1,2,short(1-3),very_high(200+),very_high(1000+),high,99,False,False,False,False,0,False
1,211.0,958.08,891.9,412,211.0,958.08,891.9,4.540663507109005,412,2,-1,3,short(1-3),very_high(200+),high(500-1000),optimal,90,False,False,False,False,0,False
10,773.0,865.92,1837.11,413,77.3,86.592,183.71099999999998,1.1202069857697283,413,0,0,0,long(7-10),medium(50-100),high(500-1000),low,11,False,False,False,False,0,False
3,196.0,1211.68,1229.87,414,65.33333333333333,403.8933333333334,409.95666666666665,6.182040816326531,414,2,0,2,short(1-3),medium(50-100),very_high(1000+),low,86,False,False,False,False,0,False
14,49.0,954.02,1480.87,415,3.5,68.14428571428572,105.77642857142857,19.469795918367346,415,1,0,0,very_long(11+),low(<50),high(500-1000),low,87,False,False,False,False,0,False
5,477.0,655.24,935.38,416,95.4,131.048,187.076,1.3736687631027253,416,1,0,1,medium(4-6),medium(50-100),high(500-1000),low,38,False,False,False,False,0,False
5,828.0,1606.84,1690.82,417,165.6,321.368,338.164,1.9406280193236713,417,2,0,1,medium(4-6),high(100-200),very_high(1000+),low,82,False,False,False,False,0,False
11,458.0,1364.29,1649.04,418,41.63636363636363,124.02636363636363,149.91272727272727,2.9787991266375546,418,0,0,0,very_long(11+),low(<50),very_high(1000+),low,4,False,False,False,False,0,False
3,289.0,1245.67,1279.31,419,96.33333333333333,415.22333333333336,426.43666666666667,4.310276816608996,419,2,0,2,short(1-3),medium(50-100),very_high(1000+),low,31,False,False,False,False,0,False
1,1060.0,501.67,658.14,420,1060.0,501.67,658.14,0.4732735849056604,420,3,-1,3,short(1-3),,high(500-1000),,14,False,False,True,True,2,True
5,1085.0,2486.43,1664.83,421,217.0,497.28599999999994,332.966,2.2916405529953914,421,2,0,1,medium(4-6),very_high(200+),very_high(1000+),optimal,83,False,False,False,False,0,False
4,675.0,381.48,779.68,422,168.75,95.37,194.92,0.5651555555555556,422,1,0,1,medium(4-6),high(100-200),medium(100-500),low,68,False,False,False,False,0,False
8,415.0,1214.97,1473.75,423,51.875,151.87125,184.21875,2.9276385542168675,423,1,0,0,long(7-10),medium(50-100),very_high(1000+),low,75,False,False,False,False,0,False
6,425.0,709.75,1114.9,424,70.83333333333333,118.29166666666667,185.8166666666667,1.67,424,1,0,1,medium(4-6),medium(50-100),high(500-1000),low,90,False,False,False,False,0,False
7,313.0,2408.02,1637.65,425,44.714285714285715,344.0028571428571,233.95000000000002,7.69335463258786,425,2,0,1,long(7-10),low(<50),very_high(1000+),low,65,False,False,False,False,0,False
13,235.0,426.07,897.26,426,18.076923076923077,32.77461538461539,69.02,1.813063829787234,426,1,0,0,very_long(11+),low(<50),medium(100-500),low,26,False,False,False,False,0,False
7,635.0,1406.31,1630.66,427,90.71428571428571,200.90142857142857,232.95142857142858,2.2146614173228345,427,0,0,1,long(7-10),medium(50-100),very_high(1000+),low,66,False,False,False,False,0,False
10,1009.0,2164.22,1889.87,428,100.9,216.42199999999997,188.987,2.144915758176412,428,0,0,0,long(7-10),high(100-200),very_high(1000+),low,87,False,False,False,False,0,False
3,692.0,450.7,748.57,429,230.66666666666666,150.23333333333332,249.52333333333334,0.6513005780346821,429,1,0,2,short(1-3),very_high(200+),medium(100-500),high,57,False,False,False,False,0,False
2,91.0,1073.76,1013.78,430,45.5,536.88,506.89,11.79956043956044,430,2,-1,2,short(1-3),low(<50),very_high(1000+),low,78,False,False,False,False,0,False
8,1187.0,1045.91,2047.06,431,148.375,130.73875,255.8825,0.8811373209772536,431,0,0,1,long(7-10),high(100-200),very_high(1000+),low,6,False,False,False,False,0,False
14,600.0,1120.05,1847.84,432,42.857142857142854,80.00357142857142,131.98857142857142,1.86675,432,0,0,0,very_long(11+),low(<50),very_high(1000+),low,84,False,False,False,False,0,False
5,210.0,710.49,483.34,433,42.0,142.098,96.66799999999999,3.3832857142857145,433,1,0,1,medium(4-6),low(<50),high(500-1000),low,34,False,False,False,False,0,False
12,10.0,1203.1,1564.9,434,0.8333333333333334,100.25833333333333,130.40833333333333,120.30999999999999,434,1,0,0,very_long(11+),low(<50),very_high(1000+),low,90,False,False,False,False,0,False
1,452.0,275.05,282.89,435,452.0,275.05,282.89,0.6085176991150443,435,1,-1,3,short(1-3),very_high(200+),medium(100-500),high,89,False,False,False,False,0,False
4,256.0,2218.74,1476.03,436,64.0,554.685,369.0075,8.666953125,436,2,0,2,medium(4-6),medium(50-100),very_high(1000+),low,3,False,False,False,False,0,False
8,312.0,2383.17,1557.27,437,39.0,297.89625,194.65875,7.638365384615385,437,2,0,1,long(7-10),low(<50),very_high(1000+),low,27,False,False,False,False,0,False
2,1175.0,816.2,1237.62,438,587.5,408.1,618.81,0.6946382978723404,438,3,-1,2,short(1-3),very_high(200+),high(500-1000),high,61,False,False,False,True,1,False
11,960.0,383.64,1248.46,439,87.27272727272727,34.876363636363635,113.49636363636364,0.399625,439,0,0,0,very_long(11+),medium(50-100),medium(100-500),low,46,False,False,False,False,0,False
6,690.0,1009.37,1559.83,440,115.0,168.22833333333332,259.97166666666664,1.4628550724637681,440,1,0,1,medium(4-6),high(100-200),very_high(1000+),low,83,False,False,False,False,0,False
14,487.0,579.29,1516.68,441,34.785714285714285,41.37785714285714,108.33428571428571,1.1895071868583162,441,1,0,0,very_long(11+),low(<50),high(500-1000),low,68,False,False,False,False,0,False
8,75.0,315.71,593.83,442,9.375,39.46375,74.22875,4.209466666666667,442,1,0,0,long(7-10),low(<50),medium(100-500),low,83,False,False,False,False,0,False
13,360.0,271.93,1017.64,443,27.692307692307693,20.91769230769231,78.28,0.7553611111111111,443,1,0,0,very_long(11+),low(<50),medium(100-500),low,64,False,False,False,False,0,False
11,708.0,1871.77,1916.37,444,64.36363636363636,170.1609090909091,174.21545454545455,2.643742937853107,444,0,0,0,very_long(11+),medium(50-100),very_high(1000+),low,37,False,False,False,False,0,False
3,182.0,347.82,384.77,445,60.666666666666664,115.94,128.25666666666666,1.911098901098901,445,1,0,2,short(1-3),medium(50-100),medium(100-500),low,77,False,False,False,False,0,False
10,683.0,2442.92,1643.68,446,68.3,244.292,164.368,3.5767496339677893,446,0,0,0,long(7-10),medium(50-100),very_high(1000+),low,68,False,False,False,False,0,False
5,392.0,1264.6,1465.72,447,78.4,252.92,293.144,3.226020408163265,447,1,0,1,medium(4-6),medium(50-100),very_high(1000+),low,72,False,False,False,False,0,False
10,175.0,1443.25,1635.5,448,17.5,144.325,163.55,8.247142857142856,448,1,0,0,long(7-10),low(<50),very_high(1000+),low,50,False,False,False,False,0,False
7,577.0,1959.13,1603.6,449,82.42857142857143,279.8757142857143,229.08571428571426,3.3953726169844023,449,0,0,1,long(7-10),medium(50-100),very_high(1000+),low,60,False,False,False,False,0,False
13,799.0,951.92,1793.36,450,61.46153846153846,73.22461538461538,137.95076923076923,1.191389236545682,450,0,0,0,very_long(11+),medium(50-100),high(500-1000),low,36,False,False,False,False,0,False
13,608.0,370.89,1170.54,451,46.76923076923077,28.529999999999998,90.04153846153847,0.610016447368421,451,1,0,0,very_long(11+),low(<50),medium(100-500),low,54,False,False,False,False,0,False
7,194.0,202.49,686.23,452,27.714285714285715,28.927142857142858,98.03285714285714,1.0437628865979383,452,1,0,1,long(7-10),low(<50),medium(100-500),low,23,False,False,False,False,0,False
13,889.0,232.72,1394.38,453,68.38461538461539,17.90153846153846,107.26,0.26177727784026994,453,0,0,0,very_long(11+),medium(50-100),medium(100-500),low,38,False,False,False,False,0,False
7,901.0,136.8,1222.6,454,128.71428571428572,19.542857142857144,174.65714285714284,0.1518312985571587,454,1,0,1,long(7-10),high(100-200),medium(100-500),low,59,False,False,False,False,0,False
1,698.0,1525.82,1398.75,455,698.0,1525.82,1398.75,2.1859885386819484,455,3,3,3,short(1-3),very_high(200+),very_high(1000+),high,75,False,False,False,False,0,False
9,592.0,793.55,1235.69,456,65.77777777777777,88.17222222222222,137.29888888888888,1.340456081081081,456,1,0,0,long(7-10),medium(50-100),high(500-1000),low,69,False,False,False,False,0,False
14,1015.0,871.76,1846.41,457,72.5,62.26857142857143,131.88642857142858,0.8588768472906404,457,0,0,0,very_long(11+),medium(50-100),high(500-1000),low,41,False,False,False,False,0,False
9,524.0,136.46,848.89,458,58.22222222222222,15.162222222222223,94.32111111111111,0.2604198473282443,458,1,0,0,long(7-10),medium(50-100),medium(100-500),low,89,False,False,False,False,0,False
5,781.0,2114.27,1789.85,459,156.2,422.854,357.96999999999997,2.7071318822023045,459,2,0,1,medium(4-6),high(100-200),very_high(1000+),low,85,False,False,False,False,0,False
3,200.0,58.24,494.63,460,66.66666666666667,19.413333333333334,164.87666666666667,0.2912,460,1,0,2,short(1-3),medium(50-100),low(<100),low,63,False,False,False,False,0,False
5,503.0,2335.55,1649.42,461,100.6,467.11,329.884,4.64324055666004,461,2,0,1,medium(4-6),high(100-200),very_high(1000+),low,42,False,False,False,False,0,False
11,667.0,2221.67,1872.89,462,60.63636363636363,201.97,170.2627272727273,3.3308395802098953,462,0,0,0,very_long(11+),medium(50-100),very_high(1000+),low,89,False,False,False,False,0,False
7,336.0,1843.58,1691.68,463,48.0,263.36857142857144,241.66857142857143,5.4868452380952375,463,2,0,1,long(7-10),low(<50),very_high(1000+),low,68,False,False,False,False,0,False
4,217.0,1506.46,1455.37,464,54.25,376.615,363.8425,6.94221198156682,464,2,0,2,medium(4-6),medium(50-100),very_high(1000+),low,37,False,False,False,False,0,False
8,207.0,1146.93,1479.01,465,25.875,143.36625,184.87625,5.540724637681159,465,1,0,0,long(7-10),low(<50),very_high(1000+),low,1,False,False,False,False,0,False
7,690.0,1807.71,1710.98,466,98.57142857142857,258.2442857142857,244.4257142857143,2.6198695652173916,466,0,0,1,long(7-10),medium(50-100),very_high(1000+),low,98,False,False,False,False,0,False
2,251.0,1916.43,1285.2,467,125.5,958.215,642.6,7.635179282868526,467,2,-1,2,short(1-3),high(100-200),very_high(1000+),low,20,False,False,False,False,0,False
4,627.0,956.98,1337.63,468,156.75,239.245,334.4075,1.5262838915470496,468,1,0,1,medium(4-6),high(100-200),high(500-1000),low,63,False,False,False,False,0,False
1,432.0,581.71,448.34,469,432.0,581.71,448.34,1.346550925925926,469,2,-1,3,short(1-3),very_high(200+),high(500-1000),high,34,False,False,False,False,0,False
