days,miles,receipts,reimbursement,miles_per_day,receipts_per_day,efficiency_score,is_5_day,is_efficient,receipt_category,base_per_diem,reimbursement_minus_base,miles_tier,predicted,residual,abs_error
8,7.0,2075.6,1422.12,0.875,259.45,0.875,0,0,,800,622.1199999999999,"(0, 100]",1436.928012969277,-14.808012969277115,14.808012969277115
5,942.0,2092.87,1696.72,188.4,418.57399999999996,188.4,1,1,,500,1196.72,"(800, 1000]",1724.7690214859767,-28.04902148597671,28.04902148597671
12,81.0,2485.34,1589.65,6.75,207.11166666666668,6.75,0,0,,1200,389.6500000000001,"(0, 100]",1608.1184656189516,-18.46846561895154,18.46846561895154
4,166.0,791.52,866.18,41.5,197.88,41.5,0,0,high,400,466.17999999999995,"(100, 200]",711.0331419571098,155.14685804289013,155.14685804289013
3,213.0,1724.85,1344.71,71.0,574.9499999999999,71.0,0,0,very_high,300,1044.71,"(200, 400]",1375.0424531300225,-30.332453130022486,30.332453130022486
11,1004.0,167.15,1175.65,91.27272727272727,15.195454545454545,91.27272727272727,0,0,medium,1100,75.65000000000009,,1246.192878265009,-70.542878265009,70.542878265009
5,116.0,478.1,624.04,23.2,95.62,23.2,1,0,medium_high,500,124.03999999999996,"(100, 200]",579.9961603193692,44.043839680630754,44.043839680630754
13,112.0,2299.56,1807.67,8.615384615384615,176.88923076923078,8.615384615384615,0,0,,1300,507.6700000000001,"(100, 200]",1721.109042542593,86.56095745740708,86.56095745740708
1,43.0,2149.22,1134.47,43.0,2149.22,43.0,0,0,,100,1034.47,"(0, 100]",1029.759514929903,104.71048507009709,104.71048507009709
2,660.0,1944.4,1531.2,330.0,972.2,330.0,0,0,very_high,200,1331.2,"(600, 800]",1493.503942794778,37.69605720522213,37.69605720522213
10,888.0,298.68,1171.54,88.8,29.868000000000002,88.8,0,0,medium,1000,171.53999999999996,"(800, 1000]",1206.0558487153012,-34.51584871530122,34.51584871530122
10,860.0,2380.76,1759.97,86.0,238.07600000000002,86.0,0,0,,1000,759.97,"(800, 1000]",1816.1569061907207,-56.18690619072072,56.18690619072072
10,1187.0,1981.09,2013.21,118.7,198.10899999999998,118.7,0,0,very_high,1000,1013.21,,1941.5296407425762,71.68035925742379,71.68035925742379
12,1139.0,124.65,1314.3,94.91666666666667,10.387500000000001,94.91666666666667,0,0,medium,1200,114.29999999999995,,1339.4687046227864,-25.168704622786436,25.168704622786436
5,966.0,359.51,927.98,193.2,71.902,193.2,1,1,medium_high,500,427.98,"(800, 1000]",1006.5390923468135,-78.55909234681349,78.55909234681349
10,796.0,1352.08,2000.19,79.6,135.208,79.6,0,0,very_high,1000,1000.19,"(600, 800]",1833.0433861904098,167.14661380959024,167.14661380959024
9,72.0,1281.32,1515.54,8.0,142.36888888888888,8.0,0,0,very_high,900,615.54,"(0, 100]",1552.4510893828128,-36.91108938281286,36.91108938281286
10,215.0,2440.91,1638.66,21.5,244.09099999999998,21.5,0,0,,1000,638.6600000000001,"(200, 400]",1583.0728816236856,55.58711837631449,55.58711837631449
7,671.0,1297.02,1703.2,95.85714285714286,185.28857142857143,95.85714285714286,0,0,very_high,700,1003.2,"(600, 800]",1665.241623408364,37.958376591636124,37.958376591636124
5,230.0,333.69,538.36,46.0,66.738,46.0,1,0,medium_high,500,38.360000000000014,"(200, 400]",603.9037044014765,-65.54370440147648,65.54370440147648
5,467.0,1243.31,1549.82,93.4,248.66199999999998,93.4,1,0,very_high,500,1049.82,"(400, 600]",1348.9030599805535,200.91694001944643,200.91694001944643
13,247.0,2339.61,1705.9,19.0,179.97,19.0,0,0,,1300,405.9000000000001,"(200, 400]",1746.1888485702982,-40.288848570298114,40.288848570298114
14,777.0,1248.61,1837.25,55.5,89.18642857142856,55.5,0,0,very_high,1400,437.25,"(600, 800]",1948.2132125555904,-110.96321255559042,110.96321255559042
11,740.0,1171.99,902.09,67.27272727272727,106.54454545454546,67.27272727272727,0,0,very_high,1100,-197.90999999999997,"(600, 800]",1432.620184752503,-530.530184752503,530.530184752503
6,884.0,1798.31,1897.87,147.33333333333334,299.7183333333333,147.33333333333334,0,0,very_high,600,1297.87,"(800, 1000]",1797.7890391691099,100.08096083089004,100.08096083089004
5,789.0,1853.31,1792.88,157.8,370.662,157.8,1,0,very_high,500,1292.88,"(600, 800]",1713.3269346060256,79.55306539397452,79.55306539397452
4,825.0,874.99,784.52,206.25,218.7475,206.25,0,1,very_high,400,384.52,"(800, 1000]",1083.6203266199727,-299.10032661997275,299.10032661997275
2,301.0,769.23,731.28,150.5,384.615,150.5,0,0,high,200,531.28,"(200, 400]",753.1254564958612,-21.845456495861185,21.845456495861185
12,1007.0,1353.77,1925.32,83.91666666666667,112.81416666666667,83.91666666666667,0,0,very_high,1200,725.3199999999999,,2001.4908886967235,-76.17088869672352,76.17088869672352
5,865.0,644.79,1202.46,173.0,128.958,173.0,1,0,high,500,702.46,"(800, 1000]",1231.9793378906263,-29.519337890626275,29.519337890626275
14,81.0,1251.97,1682.62,5.785714285714286,89.42642857142857,5.785714285714286,0,0,very_high,1400,282.6199999999999,"(0, 100]",1708.7219753487402,-26.101975348740325,26.101975348740325
8,1159.0,2175.27,1752.18,144.875,271.90875,144.875,0,0,,800,952.1800000000001,,1818.4746064308163,-66.2946064308162,66.2946064308162
11,496.0,373.98,1152.99,45.09090909090909,33.99818181818182,45.09090909090909,0,0,medium_high,1100,52.99000000000001,"(400, 600]",1042.9787165349403,110.0112834650597,110.0112834650597
1,752.0,1632.35,1362.39,752.0,1632.35,752.0,0,0,very_high,100,1262.39,"(600, 800]",1409.311194857944,-46.921194857943874,46.921194857943874
5,1014.0,1853.57,1749.31,202.8,370.714,202.8,1,1,very_high,500,1249.31,,1743.519500966207,5.790499033792912,5.790499033792912
9,686.0,145.66,972.95,76.22222222222223,16.184444444444445,76.22222222222223,0,0,medium,900,72.95000000000005,"(600, 800]",1023.8571540451169,-50.90715404511684,50.90715404511684
5,654.0,1272.89,1724.68,130.8,254.57800000000003,130.8,1,0,very_high,500,1224.68,"(600, 800]",1601.5274678902563,123.15253210974379,123.15253210974379
8,621.0,2391.34,1593.12,77.625,298.9175,77.625,0,0,,800,793.1199999999999,"(600, 800]",1629.6275081005883,-36.50750810058844,36.50750810058844
9,1080.0,539.51,1306.91,120.0,59.94555555555556,120.0,0,0,medium_high,900,406.9100000000001,,1375.6728768003602,-68.76287680036012,68.76287680036012
10,714.0,269.06,1067.81,71.4,26.906,71.4,0,0,medium,1000,67.80999999999995,"(600, 800]",1056.3053998416678,11.504600158332096,11.504600158332096
10,816.0,1425.64,1872.81,81.6,142.56400000000002,81.6,0,0,very_high,1000,872.81,"(800, 1000]",1876.5150665228973,-3.7050665228973685,3.7050665228973685
14,1122.0,1766.25,2239.35,80.14285714285714,126.16071428571429,80.14285714285714,0,0,very_high,1400,839.3499999999999,,2116.792092383639,122.55790761636081,122.55790761636081
4,1202.0,1074.87,1501.24,300.5,268.7175,300.5,0,0,very_high,400,1101.24,,1578.5537032009968,-77.31370320099677,77.31370320099677
5,651.0,1573.3,1682.08,130.2,314.65999999999997,130.2,1,0,very_high,500,1182.08,"(600, 800]",1668.4614360277033,13.61856397229667,13.61856397229667
14,1100.0,237.69,1265.57,78.57142857142857,16.977857142857143,78.57142857142857,0,0,medium,1400,-134.43000000000006,,1380.414162152648,-114.8441621526481,114.8441621526481
14,296.0,485.68,924.9,21.142857142857142,34.691428571428574,21.142857142857142,0,0,medium_high,1400,-475.1,"(200, 400]",1010.6236786086984,-85.72367860869838,85.72367860869838
1,697.0,2148.5,1421.07,697.0,2148.5,697.0,0,0,,100,1321.07,"(600, 800]",1398.85292176242,22.217078237579926,22.217078237579926
6,1044.0,47.46,1133.45,174.0,7.91,174.0,0,0,very_low,600,533.45,,1129.562247665384,3.8877523346161524,3.8877523346161524
12,398.0,2481.44,1755.18,33.166666666666664,206.78666666666666,33.166666666666664,0,0,,1200,555.1800000000001,"(200, 400]",1682.1909475091786,72.98905249082145,72.98905249082145
3,139.0,2428.89,1345.66,46.333333333333336,809.63,46.333333333333336,0,0,,300,1045.66,"(100, 200]",1357.0164275366283,-11.356427536628189,11.356427536628189
6,84.0,852.7,1109.32,14.0,142.11666666666667,14.0,0,0,very_high,600,509.31999999999994,"(0, 100]",1065.875849607081,43.44415039291903,43.44415039291903
2,423.0,1639.17,1367.64,211.5,819.585,211.5,0,1,very_high,200,1167.64,"(400, 600]",1396.4284069390958,-28.788406939095694,28.788406939095694
11,815.0,2385.6,1872.44,74.0909090909091,216.87272727272727,74.0909090909091,0,0,,1100,772.44,"(800, 1000]",1810.8495513047562,61.59044869524382,61.59044869524382
6,577.0,897.74,1257.31,96.16666666666667,149.62333333333333,96.16666666666667,0,0,very_high,600,657.31,"(400, 600]",1312.0888628162525,-54.77886281625251,54.77886281625251
8,200.0,1508.89,1461.33,25.0,188.61125,25.0,0,0,very_high,800,661.3299999999999,"(100, 200]",1471.7871418797863,-10.457141879786377,10.457141879786377
9,1102.0,540.6,1455.85,122.44444444444444,60.06666666666667,122.44444444444444,0,0,medium_high,900,555.8499999999999,,1375.6728768003602,80.17712319963971,80.17712319963971
12,508.0,1970.54,1770.91,42.333333333333336,164.21166666666667,42.333333333333336,0,0,very_high,1200,570.9100000000001,"(400, 600]",1784.9806909296487,-14.070690929648663,14.070690929648663
13,1024.0,1712.85,2097.69,78.76923076923077,131.7576923076923,78.76923076923077,0,0,very_high,1300,797.69,,2116.792092383639,-19.102092383639047,19.102092383639047
7,1161.0,1499.97,1862.45,165.85714285714286,214.28142857142856,165.85714285714286,0,0,very_high,700,1162.45,,1905.0037373596756,-42.55373735967555,42.55373735967555
2,730.0,285.24,624.78,365.0,142.62,365.0,0,0,medium,200,424.78,"(600, 800]",635.0749477109346,-10.294947710934593,10.294947710934593
13,996.0,1809.2,1956.89,76.61538461538461,139.16923076923078,76.61538461538461,0,0,very_high,1300,656.8900000000001,"(800, 1000]",1985.7833859258938,-28.893385925893654,28.893385925893654
5,1160.0,1901.83,1673.89,232.0,380.366,232.0,1,0,very_high,500,1173.89,,1718.4273868963037,-44.53738689630359,44.53738689630359
2,1139.0,306.43,726.14,569.5,153.215,569.5,0,0,medium_high,200,526.14,,699.1562941127861,26.983705887213887,26.983705887213887
14,191.0,2442.76,1798.47,13.642857142857142,174.48285714285717,13.642857142857142,0,0,,1400,398.47,"(100, 200]",1750.5720142139673,47.89798578603268,47.89798578603268
7,776.0,2447.82,1826.93,110.85714285714286,349.68857142857144,110.85714285714286,0,0,,700,1126.93,"(600, 800]",1816.0088853725686,10.921114627431507,10.921114627431507
14,414.0,1919.7,1918.89,29.571428571428573,137.12142857142857,29.571428571428573,0,0,very_high,1400,518.8900000000001,"(400, 600]",1823.4164028115242,95.47359718847588,95.47359718847588
7,847.0,1994.62,1851.7,121.0,284.94571428571425,121.0,0,0,very_high,700,1151.7,"(800, 1000]",1874.6544754564072,-22.95447545640718,22.95447545640718
6,924.0,1227.21,1871.76,154.0,204.535,154.0,0,0,very_high,600,1271.76,"(800, 1000]",1770.9803567246413,100.7796432753587,100.7796432753587
2,933.0,1589.58,1489.99,466.5,794.79,466.5,0,0,very_high,200,1289.99,"(800, 1000]",1478.8518109921952,11.13818900780484,11.13818900780484
1,211.0,958.08,891.9,211.0,958.08,211.0,0,1,very_high,100,791.9,"(200, 400]",904.9650240368779,-13.065024036877958,13.065024036877958
10,773.0,865.92,1837.11,77.3,86.592,77.3,0,0,very_high,1000,837.1099999999999,"(600, 800]",1645.5435978201876,191.56640217981226,191.56640217981226
3,196.0,1211.68,1229.87,65.33333333333333,403.8933333333334,65.33333333333333,0,0,very_high,300,929.8699999999999,"(100, 200]",1244.240719969916,-14.370719969916081,14.370719969916081
14,49.0,954.02,1480.87,3.5,68.14428571428572,3.5,0,0,very_high,1400,80.86999999999989,"(0, 100]",1472.3551524624531,8.514847537546757,8.514847537546757
5,477.0,655.24,935.38,95.4,131.048,95.4,1,0,high,500,435.38,"(400, 600]",902.2222992123642,33.157700787635804,33.157700787635804
5,828.0,1606.84,1690.82,165.6,321.368,165.6,1,0,very_high,500,1190.82,"(800, 1000]",1722.4680008219152,-31.648000821915275,31.648000821915275
11,458.0,1364.29,1649.04,41.63636363636363,124.02636363636363,41.63636363636363,0,0,very_high,1100,549.04,"(400, 600]",1652.7124824967957,-3.6724824967957375,3.6724824967957375
3,289.0,1245.67,1279.31,96.33333333333333,415.22333333333336,96.33333333333333,0,0,very_high,300,979.31,"(200, 400]",1307.3847809127863,-28.07478091278631,28.07478091278631
1,1060.0,501.67,658.14,1060.0,501.67,1060.0,0,0,medium_high,100,558.14,,645.4045658091184,12.73543419088162,12.73543419088162
5,1085.0,2486.43,1664.83,217.0,497.28599999999994,217.0,1,1,,500,1164.83,,1709.895963492088,-45.06596349208803,45.06596349208803
4,675.0,381.48,779.68,168.75,95.37,168.75,0,0,medium_high,400,379.67999999999995,"(600, 800]",802.9504917638543,-23.270491763854352,23.270491763854352
8,415.0,1214.97,1473.75,51.875,151.87125,51.875,0,0,very_high,800,673.75,"(400, 600]",1542.5621781675306,-68.81217816753065,68.81217816753065
6,425.0,709.75,1114.9,70.83333333333333,118.29166666666667,70.83333333333333,0,0,high,600,514.9000000000001,"(400, 600]",1056.404018140011,58.495981859989115,58.495981859989115
7,313.0,2408.02,1637.65,44.714285714285715,344.0028571428571,44.714285714285715,0,0,,700,937.6500000000001,"(200, 400]",1577.2270605552044,60.4229394447957,60.4229394447957
13,235.0,426.07,897.26,18.076923076923077,32.77461538461539,18.076923076923077,0,0,medium_high,1300,-402.74,"(200, 400]",970.3567092630625,-73.09670926306251,73.09670926306251
7,635.0,1406.31,1630.66,90.71428571428571,200.90142857142857,90.71428571428571,0,0,very_high,700,930.6600000000001,"(600, 800]",1667.6946201893825,-37.034620189382395,37.034620189382395
10,1009.0,2164.22,1889.87,100.9,216.42199999999997,100.9,0,0,,1000,889.8699999999999,,1865.8886826957314,23.981317304268487,23.981317304268487
3,692.0,450.7,748.57,230.66666666666666,150.23333333333332,230.66666666666666,0,0,medium_high,300,448.57000000000005,"(600, 800]",759.747715878074,-11.177715878073968,11.177715878073968
2,91.0,1073.76,1013.78,45.5,536.88,45.5,0,0,very_high,200,813.78,"(0, 100]",1054.9431799402594,-41.1631799402594,41.1631799402594
8,1187.0,1045.91,2047.06,148.375,130.73875,148.375,0,0,very_high,800,1247.06,,2046.8530813057537,0.2069186942462693,0.2069186942462693
14,600.0,1120.05,1847.84,42.857142857142854,80.00357142857142,42.857142857142854,0,0,very_high,1400,447.8399999999999,"(400, 600]",1804.9065384253508,42.93346157464907,42.93346157464907
5,210.0,710.49,483.34,42.0,142.098,42.0,1,0,high,500,-16.660000000000025,"(200, 400]",740.1764811092849,-256.8364811092849,256.8364811092849
12,10.0,1203.1,1564.9,0.8333333333333334,100.25833333333333,0.8333333333333334,0,0,very_high,1200,364.9000000000001,"(0, 100]",1602.3209384207642,-37.42093842076406,37.42093842076406
1,452.0,275.05,282.89,452.0,275.05,452.0,0,0,medium,100,182.89,"(400, 600]",261.25518497142826,21.634815028571722,21.634815028571722
4,256.0,2218.74,1476.03,64.0,554.685,64.0,0,0,,400,1076.03,"(200, 400]",1411.7125620519382,64.31743794806175,64.31743794806175
8,312.0,2383.17,1557.27,39.0,297.89625,39.0,0,0,,800,757.27,"(200, 400]",1538.8028841310427,18.467115868957308,18.467115868957308
2,1175.0,816.2,1237.62,587.5,408.1,587.5,0,0,very_high,200,1037.62,,1159.0942186713103,78.52578132868962,78.52578132868962
11,960.0,383.64,1248.46,87.27272727272727,34.876363636363635,87.27272727272727,0,0,medium_high,1100,148.46000000000004,"(800, 1000]",1268.6147234479984,-20.15472344799832,20.15472344799832
6,690.0,1009.37,1559.83,115.0,168.22833333333332,115.0,0,0,very_high,600,959.8299999999999,"(600, 800]",1550.393878202734,9.436121797265969,9.436121797265969
14,487.0,579.29,1516.68,34.785714285714285,41.37785714285714,34.785714285714285,0,0,medium_high,1400,116.68000000000006,"(400, 600]",1385.2363037129344,131.44369628706568,131.44369628706568
8,75.0,315.71,593.83,9.375,39.46375,9.375,0,0,medium_high,800,-206.16999999999996,"(0, 100]",613.0828692338052,-19.2528692338052,19.2528692338052
13,360.0,271.93,1017.64,27.692307692307693,20.91769230769231,27.692307692307693,0,0,medium,1300,-282.36,"(200, 400]",1014.9797287729681,2.660271227031899,2.660271227031899
11,708.0,1871.77,1916.37,64.36363636363636,170.1609090909091,64.36363636363636,0,0,very_high,1100,816.3699999999999,"(600, 800]",1807.1487042852198,109.22129571478013,109.22129571478013
3,182.0,347.82,384.77,60.666666666666664,115.94,60.666666666666664,0,0,medium_high,300,84.76999999999998,"(100, 200]",416.28704524737935,-31.51704524737937,31.51704524737937
10,683.0,2442.92,1643.68,68.3,244.292,68.3,0,0,,1000,643.6800000000001,"(600, 800]",1692.9992392773836,-49.31923927738353,49.31923927738353
5,392.0,1264.6,1465.72,78.4,252.92,78.4,1,0,very_high,500,965.72,"(200, 400]",1450.4550552772816,15.264944722718383,15.264944722718383
10,175.0,1443.25,1635.5,17.5,144.325,17.5,0,0,very_high,1000,635.5,"(100, 200]",1625.159046652331,10.340953347669029,10.340953347669029
7,577.0,1959.13,1603.6,82.42857142857143,279.8757142857143,82.42857142857143,0,0,very_high,700,903.5999999999999,"(400, 600]",1684.8814233724233,-81.28142337242343,81.28142337242343
13,799.0,951.92,1793.36,61.46153846153846,73.22461538461538,61.46153846153846,0,0,very_high,1300,493.3599999999999,"(600, 800]",1799.0928492839264,-5.732849283926498,5.732849283926498
13,608.0,370.89,1170.54,46.76923076923077,28.529999999999998,46.76923076923077,0,0,medium_high,1300,-129.46000000000004,"(600, 800]",1145.3777719719953,25.16222802800462,25.16222802800462
7,194.0,202.49,686.23,27.714285714285715,28.927142857142858,27.714285714285715,0,0,medium,700,-13.769999999999982,"(100, 200]",711.3820755923381,-25.152075592338065,25.152075592338065
13,889.0,232.72,1394.38,68.38461538461539,17.90153846153846,68.38461538461539,0,0,medium,1300,94.38000000000011,"(800, 1000]",1344.2764764724936,50.10352352750647,50.10352352750647
7,901.0,136.8,1222.6,128.71428571428572,19.542857142857144,128.71428571428572,0,0,medium,700,522.5999999999999,"(800, 1000]",1155.0323026587384,67.56769734126146,67.56769734126146
1,698.0,1525.82,1398.75,698.0,1525.82,698.0,0,0,very_high,100,1298.75,"(600, 800]",1398.85292176242,-0.10292176242001005,0.10292176242001005
9,592.0,793.55,1235.69,65.77777777777777,88.17222222222222,65.77777777777777,0,0,high,900,335.69000000000005,"(400, 600]",1268.4203491014734,-32.730349101473394,32.730349101473394
14,1015.0,871.76,1846.41,72.5,62.26857142857143,72.5,0,0,very_high,1400,446.4100000000001,,1882.7340934240508,-36.324093424050716,36.324093424050716
9,524.0,136.46,848.89,58.22222222222222,15.162222222222223,58.22222222222222,0,0,medium,900,-51.110000000000014,"(400, 600]",924.5562408682896,-75.6662408682896,75.6662408682896
5,781.0,2114.27,1789.85,156.2,422.854,156.2,1,0,,500,1289.85,"(600, 800]",1708.271442775657,81.57855722434283,81.57855722434283
3,200.0,58.24,494.63,66.66666666666667,19.413333333333334,66.66666666666667,0,0,low,300,194.63,"(100, 200]",394.311712564229,100.31828743577097,100.31828743577097
5,503.0,2335.55,1649.42,100.6,467.11,100.6,1,0,,500,1149.42,"(400, 600]",1540.665856107645,108.75414389235516,108.75414389235516
11,667.0,2221.67,1872.89,60.63636363636363,201.97,60.63636363636363,0,0,,1100,772.8900000000001,"(600, 800]",1725.5643490518537,147.3256509481464,147.3256509481464
7,336.0,1843.58,1691.68,48.0,263.36857142857144,48.0,0,0,very_high,700,991.6800000000001,"(200, 400]",1609.1591117993355,82.52088820066456,82.52088820066456
4,217.0,1506.46,1455.37,54.25,376.615,54.25,0,0,very_high,400,1055.37,"(200, 400]",1400.462281163712,54.90771883628781,54.90771883628781
8,207.0,1146.93,1479.01,25.875,143.36625,25.875,0,0,very_high,800,679.01,"(200, 400]",1440.8970306345525,38.1129693654475,38.1129693654475
7,690.0,1807.71,1710.98,98.57142857142857,258.2442857142857,98.57142857142857,0,0,very_high,700,1010.98,"(600, 800]",1714.58063435741,-3.6006343574099446,3.6006343574099446
2,251.0,1916.43,1285.2,125.5,958.215,125.5,0,0,very_high,200,1085.2,"(200, 400]",1369.884855127347,-84.68485512734696,84.68485512734696
4,627.0,956.98,1337.63,156.75,239.245,156.75,0,0,very_high,400,937.6300000000001,"(600, 800]",1278.28878479782,59.34121520218014,59.34121520218014
1,432.0,581.71,448.34,432.0,581.71,432.0,0,0,medium_high,100,348.34,"(400, 600]",446.7892818015366,1.5507181984633576,1.5507181984633576
4,1194.0,2250.51,1691.15,298.5,562.6275,298.5,0,0,,400,1291.15,,1624.5978337345043,66.55216626549577,66.55216626549577
10,64.0,455.9,774.64,6.4,45.589999999999996,6.4,0,0,medium_high,1000,-225.36,"(0, 100]",763.8842419395255,10.755758060474477,10.755758060474477
8,15.0,377.85,657.8,1.875,47.23125,1.875,0,0,medium_high,800,-142.20000000000005,"(0, 100]",610.035396852314,47.76460314768599,47.76460314768599
11,741.0,1207.39,1878.06,67.36363636363636,109.76272727272728,67.36363636363636,0,0,very_high,1100,778.06,"(600, 800]",1794.7753770498387,83.28462295016129,83.28462295016129
8,638.0,1007.48,1483.06,79.75,125.935,79.75,0,0,very_high,800,683.06,"(600, 800]",1602.4453824612892,-119.38538246128928,119.38538246128928
12,965.0,1700.28,1879.09,80.41666666666667,141.69,80.41666666666667,0,0,very_high,1200,679.0899999999999,"(800, 1000]",1933.9261035553452,-54.83610355534529,54.83610355534529
8,1182.0,990.07,1840.75,147.75,123.75875,147.75,0,0,very_high,800,1040.75,,1956.3703470103396,-115.62034701033963,115.62034701033963
13,1062.0,869.28,2090.54,81.6923076923077,66.86769230769231,81.6923076923077,0,0,very_high,1300,790.54,,1929.9784944170763,160.5615055829237,160.5615055829237
1,754.0,1220.47,1346.14,754.0,1220.47,754.0,0,0,very_high,100,1246.14,"(600, 800]",1339.3706921802402,6.769307819759888,6.769307819759888
14,767.0,186.47,1292.77,54.785714285714285,13.319285714285714,54.785714285714285,0,0,medium,1400,-107.23000000000002,"(600, 800]",1197.8845773358678,94.8854226641322,94.8854226641322
11,775.0,1752.23,1809.29,70.45454545454545,159.29363636363635,70.45454545454545,0,0,very_high,1100,709.29,"(600, 800]",1822.6963364056635,-13.406336405663524,13.406336405663524
8,592.0,1402.98,1561.41,74.0,175.3725,74.0,0,0,very_high,800,761.4100000000001,"(400, 600]",1586.776773469916,-25.36677346991587,25.36677346991587
6,957.0,727.75,1448.72,159.5,121.29166666666667,159.5,0,0,high,600,848.72,"(800, 1000]",1451.734864397728,-3.0148643977279335,3.0148643977279335
9,800.0,2167.72,1726.51,88.88888888888889,240.85777777777776,88.88888888888889,0,0,,900,826.51,"(600, 800]",1728.5498886888852,-2.039888688885185,2.039888688885185
6,1198.0,222.6,1107.96,199.66666666666666,37.1,199.66666666666666,0,1,medium,600,507.96000000000004,,1133.9206667519659,-25.960666751965846,25.960666751965846
3,1092.0,1737.65,1462.01,364.0,579.2166666666667,364.0,0,0,very_high,300,1162.01,,1479.7235555340799,-17.713555534079887,17.713555534079887
12,958.0,2499.84,1791.69,79.83333333333333,208.32000000000002,79.83333333333333,0,0,,1200,591.69,"(800, 1000]",1834.0552857538976,-42.365285753897524,42.365285753897524
11,955.0,1282.19,2000.42,86.81818181818181,116.56272727272727,86.81818181818181,0,0,very_high,1100,900.4200000000001,"(800, 1000]",1921.3121030970397,79.10789690296042,79.10789690296042
11,605.0,1880.69,1711.55,55.0,170.97181818181818,55.0,0,0,very_high,1100,611.55,"(600, 800]",1740.1807084463642,-28.630708446364224,28.630708446364224
7,670.0,1558.02,1702.81,95.71428571428571,222.5742857142857,95.71428571428571,0,0,very_high,700,1002.81,"(600, 800]",1714.58063435741,-11.770634357410017,11.770634357410017
11,844.0,1962.77,1787.57,76.72727272727273,178.43363636363637,76.72727272727273,0,0,very_high,1100,687.5699999999999,"(800, 1000]",1808.8770314854044,-21.307031485404423,21.307031485404423
3,718.0,1158.02,1416.98,239.33333333333334,386.00666666666666,239.33333333333334,0,0,very_high,300,1116.98,"(600, 800]",1413.3191945153274,3.6608054846726645,3.6608054846726645
6,323.0,1477.23,1608.55,53.833333333333336,246.205,53.833333333333336,0,0,very_high,600,1008.55,"(200, 400]",1591.344773005449,17.205226994550912,17.205226994550912
14,616.0,2374.41,1828.37,44.0,169.60071428571428,44.0,0,0,,1400,428.3699999999999,"(600, 800]",1888.5778149810942,-60.207814981094316,60.207814981094316
8,752.0,1519.78,1662.92,94.0,189.9725,94.0,0,0,very_high,800,862.9200000000001,"(600, 800]",1727.1121689753056,-64.19216897530555,64.19216897530555
1,1166.0,1423.69,1412.13,1166.0,1423.69,1166.0,0,0,very_high,100,1312.13,,1416.784878711388,-4.654878711387937,4.654878711387937
3,1187.0,1632.14,1451.85,395.6666666666667,544.0466666666667,395.6666666666667,0,0,very_high,300,1151.85,,1504.8440663771564,-52.994066377156514,52.994066377156514
3,1013.0,166.52,711.07,337.6666666666667,55.50666666666667,337.6666666666667,0,0,medium,300,411.07000000000005,,770.2068041367268,-59.13680413672671,59.13680413672671
5,741.0,429.24,951.92,148.2,85.848,148.2,1,0,medium_high,500,451.91999999999996,"(600, 800]",972.4680878966237,-20.54808789662377,20.54808789662377
14,467.0,2176.26,1809.83,33.357142857142854,155.44714285714286,33.357142857142854,0,0,,1400,409.8299999999999,"(400, 600]",1725.4370197729709,84.39298022702906,84.39298022702906
3,224.0,358.77,406.36,74.66666666666667,119.58999999999999,74.66666666666667,0,0,medium_high,300,106.36000000000001,"(200, 400]",421.55585310750286,-15.195853107502842,15.195853107502842
3,712.0,512.23,751.16,237.33333333333334,170.74333333333334,237.33333333333334,0,0,medium_high,300,451.15999999999997,"(600, 800]",827.0471819589775,-75.88718195897752,75.88718195897752
12,218.0,901.03,1371.86,18.166666666666668,75.08583333333333,18.166666666666668,0,0,very_high,1200,171.8599999999999,"(200, 400]",1411.6543315619842,-39.794331561984336,39.794331561984336
6,373.0,587.38,956.61,62.166666666666664,97.89666666666666,62.166666666666664,0,0,medium_high,600,356.61,"(200, 400]",946.6969107221952,9.91308927780483,9.91308927780483
8,562.0,2479.33,1478.31,70.25,309.91625,70.25,0,0,,800,678.31,"(400, 600]",1609.140275553882,-130.83027555388207,130.83027555388207
5,132.0,2387.03,1454.05,26.4,477.40600000000006,26.4,1,0,,500,954.05,"(100, 200]",1462.0471868095333,-7.997186809533332,7.997186809533332
3,98.0,871.46,866.05,32.666666666666664,290.4866666666667,32.666666666666664,0,0,very_high,300,566.05,"(0, 100]",910.8150387760874,-44.76503877608741,44.76503877608741
14,545.0,1206.76,1977.89,38.92857142857143,86.19714285714285,38.92857142857143,0,0,very_high,1400,577.8900000000001,"(400, 600]",1881.494327564874,96.39567243512602,96.39567243512602
1,869.0,1498.88,1398.94,869.0,1498.88,869.0,0,0,very_high,100,1298.94,"(800, 1000]",1421.0835231668545,-22.143523166854493,22.143523166854493
2,875.0,393.25,640.56,437.5,196.625,437.5,0,0,medium_high,200,440.55999999999995,"(800, 1000]",663.6120810573283,-23.052081057328337,23.052081057328337
8,888.0,2296.07,1718.71,111.0,287.00875,111.0,0,0,,800,918.71,"(800, 1000]",1816.8282783529326,-98.11827835293252,98.11827835293252
1,716.0,1396.41,1376.59,716.0,1396.41,716.0,0,0,very_high,100,1276.59,"(600, 800]",1360.6877651996165,15.90223480038344,15.90223480038344
8,1025.0,1031.33,2214.64,128.125,128.91625,128.125,0,0,very_high,800,1414.6399999999999,,2025.3928092389342,189.24719076106567,189.24719076106567
